id,timestamp,username,text,provided_location
71,2026-03-17T23:00:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
45,2026-03-17T23:00:45.941295,real_user_16,Violent attack reported on 5th avenue.,Los Angeles
51,2026-03-17T23:00:45.941295,real_user_15,Omg I just heard an explosion near the station in Chicago.,Houston
164,2026-03-17T23:00:45.941295,real_user_4,I love the new update.,
88,2026-03-17T23:00:45.941295,real_user_1,Anyone going to the concert tonight?,Chicago
137,2026-03-17T23:01:45.941295,real_user_13,I love the new update.,Miami
182,2026-03-17T23:01:45.941295,real_user_6,Anyone going to the concert tonight?,New York
54,2026-03-17T23:01:45.941295,real_user_13,Gunshots heard in the mall! Run!,Miami
75,2026-03-17T23:01:45.941295,real_user_6,Just had a great coffee.,Chicago
31,2026-03-17T23:01:45.941295,real_user_16,Can anyone recommend a good movie?,Los Angeles
48,2026-03-17T23:01:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
190,2026-03-17T23:02:45.941295,real_user_10,Just had a great coffee.,Houston
99,2026-03-17T23:02:45.941295,real_user_14,Can anyone recommend a good movie?,Miami
110,2026-03-17T23:02:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
197,2026-03-17T23:03:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
41,2026-03-17T23:03:45.941295,real_user_10,Gunshots heard in the mall! Run!,
72,2026-03-17T23:03:45.941295,real_user_7,Gunshots heard in the mall! Run!,Miami
129,2026-03-17T23:04:45.941295,real_user_12,Looking forward to the weekend.,Miami
91,2026-03-17T23:05:45.941295,alert_bot_99,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
107,2026-03-17T23:05:45.941295,real_user_1,Just had a great coffee.,New York
64,2026-03-17T23:06:45.941295,real_user_13,Anyone going to the concert tonight?,Chicago
35,2026-03-17T23:07:45.941295,real_user_14,Looking forward to the weekend.,New York
187,2026-03-17T23:07:45.941295,real_user_5,Just had a great coffee.,
115,2026-03-17T23:07:45.941295,real_user_17,Gunshots heard in the mall! Run!,Chicago
70,2026-03-17T23:07:45.941295,real_user_14,Omg I just heard an explosion near the station in Chicago.,Los Angeles
43,2026-03-17T23:07:45.941295,real_user_19,Gunshots heard in the mall! Run!,New York
161,2026-03-17T23:08:45.941295,real_user_6,Just had a great coffee.,
57,2026-03-17T23:09:45.941295,real_user_8,Weather is so nice today!,
185,2026-03-17T23:10:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
121,2026-03-17T23:10:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
44,2026-03-17T23:11:45.941295,real_user_16,Traffic is terrible right now.,New York
33,2026-03-17T23:11:45.941295,real_user_10,I love the new update.,
170,2026-03-17T23:12:45.941295,real_user_3,There is a massive riot in downtown New York! Stay away!,Chicago
144,2026-03-17T23:12:45.941295,real_user_14,Gunshots heard in the mall! Run!,Houston
10,2026-03-17T23:13:45.941295,real_user_13,I love the new update.,Los Angeles
67,2026-03-17T23:13:45.941295,real_user_14,Weather is so nice today!,Chicago
3,2026-03-17T23:13:45.941295,real_user_5,Just had a great coffee.,Miami
40,2026-03-17T23:13:45.941295,real_user_8,I heard the water is poisoned. Don't drink it!,Chicago
20,2026-03-17T23:13:45.941295,real_user_10,Omg I just heard an explosion near the station in Chicago.,Los Angeles
37,2026-03-17T23:14:45.941295,real_user_1,Looking forward to the weekend.,Los Angeles
132,2026-03-17T23:14:45.941295,real_user_9,Anyone going to the concert tonight?,Miami
109,2026-03-17T23:14:45.941295,real_user_9,I love the new update.,Houston
149,2026-03-17T23:15:45.941295,real_user_16,Anyone going to the concert tonight?,Miami
14,2026-03-17T23:15:45.941295,real_user_14,Weather is so nice today!,Miami
46,2026-03-17T23:15:45.941295,real_user_15,Weather is so nice today!,Houston
117,2026-03-17T23:15:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
114,2026-03-17T23:16:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
191,2026-03-17T23:16:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
152,2026-03-17T23:16:45.941295,real_user_18,Gunshots heard in the mall! Run!,Los Angeles
68,2026-03-17T23:16:45.941295,real_user_13,Traffic is terrible right now.,Los Angeles
106,2026-03-17T23:16:45.941295,real_user_14,Weather is so nice today!,Houston
62,2026-03-17T23:17:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
96,2026-03-17T23:17:45.941295,real_user_15,They are imposing a curfew tonight. Everyone panic!,Miami
97,2026-03-17T23:17:45.941295,real_user_7,Gunshots heard in the mall! Run!,Los Angeles
26,2026-03-17T23:17:45.941295,real_user_7,I love the new update.,Chicago
166,2026-03-17T23:17:45.941295,real_user_7,Anyone going to the concert tonight?,New York
89,2026-03-17T23:17:45.941295,real_user_12,Gunshots heard in the mall! Run!,Miami
120,2026-03-17T23:18:45.941295,real_user_3,There is a massive riot in downtown New York! Stay away!,Miami
113,2026-03-17T23:18:45.941295,real_user_5,Violent attack reported on 5th avenue.,Chicago
134,2026-03-17T23:19:45.941295,real_user_8,Looking forward to the weekend.,
22,2026-03-17T23:19:45.941295,real_user_10,I love the new update.,Chicago
154,2026-03-17T23:19:45.941295,real_user_2,Anyone going to the concert tonight?,Houston
25,2026-03-17T23:20:45.941295,real_user_14,They are imposing a curfew tonight. Everyone panic!,Los Angeles
196,2026-03-17T23:20:45.941295,real_user_11,I heard the water is poisoned. Don't drink it!,
60,2026-03-17T23:20:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
163,2026-03-17T23:20:45.941295,real_user_19,I love the new update.,Miami
158,2026-03-17T23:20:45.941295,real_user_14,Violent attack reported on 5th avenue.,Houston
111,2026-03-17T23:21:45.941295,real_user_7,Gunshots heard in the mall! Run!,Miami
7,2026-03-17T23:21:45.941295,real_user_9,Looking forward to the weekend.,New York
103,2026-03-17T23:21:45.941295,real_user_10,I heard the water is poisoned. Don't drink it!,Chicago
74,2026-03-17T23:22:45.941295,real_user_9,Looking forward to the weekend.,Los Angeles
142,2026-03-17T23:22:45.941295,real_user_11,Can anyone recommend a good movie?,Houston
139,2026-03-17T23:22:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
178,2026-03-17T23:22:45.941295,real_user_6,Can anyone recommend a good movie?,Los Angeles
167,2026-03-17T23:22:45.941295,real_user_16,Looking forward to the weekend.,
194,2026-03-17T23:23:45.941295,real_user_8,I heard the water is poisoned. Don't drink it!,New York
80,2026-03-17T23:24:45.941295,real_user_14,There is a massive riot in downtown New York! Stay away!,
135,2026-03-17T23:24:45.941295,real_user_13,Anyone going to the concert tonight?,Miami
21,2026-03-17T23:24:45.941295,real_user_1,Omg I just heard an explosion near the station in Chicago.,Los Angeles
119,2026-03-17T23:24:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
2,2026-03-17T23:25:45.941295,real_user_6,Violent attack reported on 5th avenue.,Miami
86,2026-03-17T23:25:45.941295,real_user_6,Traffic is terrible right now.,Chicago
179,2026-03-17T23:25:45.941295,real_user_14,Anyone going to the concert tonight?,Chicago
130,2026-03-17T23:25:45.941295,real_user_10,There is a massive riot in downtown New York! Stay away!,
100,2026-03-17T23:27:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
189,2026-03-17T23:27:45.941295,real_user_9,There is a massive riot in downtown New York! Stay away!,Chicago
61,2026-03-17T23:27:45.941295,real_user_5,Looking forward to the weekend.,
19,2026-03-17T23:27:45.941295,real_user_2,Omg I just heard an explosion near the station in Chicago.,Houston
90,2026-03-17T23:27:45.941295,spam_king,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
82,2026-03-17T23:28:45.941295,real_user_12,Gunshots heard in the mall! Run!,Miami
1,2026-03-17T23:28:45.941295,real_user_11,Can anyone recommend a good movie?,
192,2026-03-17T23:28:45.941295,real_user_4,Anyone going to the concert tonight?,Miami
195,2026-03-17T23:28:45.941295,real_user_10,I love the new update.,Miami
155,2026-03-17T23:28:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
73,2026-03-17T23:29:45.941295,auto_poster,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
123,2026-03-17T23:30:45.941295,alert_bot_99,Copy paste message: Urgent! Bank run imminent! Withdraw your cash now! Don't trust them!,New York
18,2026-03-17T23:30:45.941295,real_user_14,I heard the water is poisoned. Don't drink it!,
